"Name","adamw_lr","muon_lr","weight_decay","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"devoted-sweep-11","0.00020944558564084915","0.0006079775006138078","0.0002963811007291056","1.653331279754639","0.9999995237699216","0.8451390298355997","0.8471110349708979","0.8490830401061961","0.5027921795845032","0.84","0.8444950050952489","0.8489900101904979"
"cool-sweep-10","0.00023643997967089924","0.0005422035283690438","0.0003125003694143074","1.6921106576919556","0.9999995358321696","0.8398619849807185","0.8420380888178411","0.8442141926549639","0.5259766578674316","0.84","0.8437294765932952","0.8474589531865906"
"neat-sweep-9","0.00017135687756062896","0.0005890347484945902","0.00022682638322192816","1.692013144493103","0.9999995119770914","0.8439212502537041","0.8444091495094322","0.8448970487651604","0.5259190797805786","0.826","0.8368688746068833","0.8477377492137667"
"different-sweep-8","0.0001918194395141976","0.0006125514193470193","0.00017225512662663624","1.660702109336853","0.9999995445669826","0.8433123604627563","0.8458615518869642","0.8484107433111722","0.5072404742240906","0.84","0.8445961745597241","0.8491923491194484"
"stoic-sweep-7","0.00022616817512282112","0.0005918762097721893","0.00023316258403285924","1.6495509147644043","0.999999497117266","0.8422975441445099","0.843988137356741","0.8456787305689722","0.5005031228065491","0.834","0.8405594355378196","0.8471188710756393"
"amber-sweep-6","0.00019095035582305245","0.0005239606249030335","0.0003120083657582336","1.730499505996704","0.9999995880419132","0.8360056829713822","0.8359390816098342","0.8358724802482861","0.5484100580215454","0.832","0.8345574476225943","0.8371148952451886"
"driven-sweep-5","0.00017935847488452982","0.0006060800856731573","0.00023200443475741188","1.6731775999069214","0.9999996066157518","0.8451390298355997","0.8446404863536686","0.8441419428717375","0.514724612236023","0.828","0.835727777320973","0.843455554641946"
"fresh-sweep-4","0.0001958716734339271","0.0006107918484297095","0.0002737827397619213","1.658887267112732","0.9999996369852452","0.8420945808808605","0.8443612985555111","0.8466280162301617","0.506147027015686","0.836","0.8411445649930881","0.8462891299861762"
"elated-sweep-3","0.00029575962808141965","0.0003402920547259541","0.00009922165632663664","2.2279696464538574","0.9999993865867998","0.6547594885325756","0.7092289473705786","0.7636984062085815","0.8010907173156738","0.652","0.707978812662309","0.763957625324618"
"honest-sweep-2","0.00016933201128725006","0.0005112815554599741","0.00014187161797599168","1.7637465000152588","0.9999996419051616","0.8286990054800081","0.8303758528281335","0.8320527001762589","0.5674402713775635","0.812","0.8214666875467632","0.8309333750935264"
"stellar-sweep-1","0.0002878764516127248","0.00037605307670228233","0.00019243565048933215","1.808929204940796","0.9999995433822282","0.7743048508220012","0.7976568040878227","0.8210087573536443","0.5927351117134094","0.77","0.799200567688243","0.828401135376486"
