"Name","adamw_lr","alpha","freeze_layers","muon_lr","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"super-sweep-161","0.00004462439821330561","0.126937584605781","0","0.0005254879059985968","1.3753982782363892","0.9999996952973016","0.8674649888370205","0.8728965525542616","0.8783281162715028","0.3187433183193207","0.874","0.8719225727511253","0.8698451455022506"
"bumbling-sweep-336","0.00006640528891259038","0.09504662355359558","1","0.00038672562367369015","1.418446063995361","0.9999997887726726","0.8662472092551248","0.8728722059401608","0.8794972026251968","0.3495619297027588","0.884","0.8797319064242335","0.8754638128484669"
"fluent-sweep-284","0.00007919508142183267","0.12452095389881151","4","0.0005391080322352168","1.502286076545715","0.9999998659422096","0.8642175766186321","0.8728161104932284","0.8814146443678246","0.4069879949092865","0.87","0.8701552953158689","0.8703105906317377"
"dashing-sweep-380","0.00006970045419609964","0.1056228727043942","3","0.00034329202218712126","1.4613451957702637","0.9999999687019424","0.8634057235640349","0.872771666301148","0.8821376090382611","0.379357397556305","0.872","0.8738399007981226","0.8756798015962453"
"skilled-sweep-85","0.00004224050862750996","0.10316967330592272","4","0.0007377780020595298","1.3724968433380127","0.9999998587440928","0.8652323929368785","0.8727623414199509","0.8802922899030233","0.3166316747665405","0.866","0.8719905166909645","0.8779810333819291"
"expert-sweep-213","0.00009116211506624212","0.12097530054378385","5","0.00033664585558163223","1.4135282039642334","0.999999817428026","0.8607672011365943","0.8727230123219452","0.8846788235072961","0.34608879685401917","0.852","0.8643452126134312","0.8766904252268626"
"pious-sweep-252","0.00006465691082678993","0.10368459459809869","1","0.0004157102702348687","1.395431637763977","0.9999997881655862","0.865638319464177","0.8727203003803943","0.8798022812966116","0.33320385217666626","0.866","0.8692555564722576","0.8725111129445152"
"fresh-sweep-14","0.00004667197959939377","0.0969650184191774","1","0.000348800794090331","1.5087122917175293","0.999999883784716","0.8644205398822813","0.8726939602872199","0.8809673806921586","0.41125646233558655","0.866","0.8689239178831658","0.8718478357663315"
"morning-sweep-280","0.00004210350791120371","0.09766172209536932","1","0.0004267625135584749","1.3461037874221802","0.9999998332224236","0.8646235031459306","0.8726770193298734","0.8807305355138163","0.2972143888473511","0.868","0.8720704099211037","0.8761408198422075"
"curious-sweep-45","0.00006145859035569527","0.10018619431314991","3","0.0004180859615334045","1.3420071601867676","0.9999998084460738","0.8640146133549828","0.8726520974242727","0.8812895814935627","0.2941663861274719","0.868","0.8712562898453527","0.8745125796907055"
"fluent-sweep-292","0.0000660827519849584","0.09364404154861676","5","0.0003292879439059471","1.3601040840148926","0.9999998968701151","0.8597523848183479","0.8726301841001218","0.8855079833818956","0.3075611889362335","0.856","0.8659341445442474","0.8758682890884948"
"dutiful-sweep-240","0.000055238292828276826","0.07419970341166113","1","0.00036076097694812457","1.3243541717529297","0.9999997213482076","0.8644205398822813","0.8726078512218005","0.8807951625613198","0.28092488646507263","0.876","0.874490144914409","0.872980289828818"
"stilted-sweep-155","0.00007946953962170997","0.10035743334584642","5","0.0005098338303683909","1.37719464302063","0.9999997646044674","0.862796833773087","0.8726060148597218","0.8824151959463565","0.3200485408306122","0.872","0.87192796964526","0.87185593929052"
"fancy-sweep-1","0.00007639773236561967","0.1018018512775193","7","0.0006411950713373206","1.3947244882583618","0.9999997129995876","0.8642175766186321","0.8725920233957828","0.8809664701729335","0.3326968550682068","0.87","0.8693527801396135","0.868705560279227"
"wandering-sweep-27","0.00005260176362862669","0.055579600349415","5","0.0003363598453991309","1.3447633981704712","0.9999999610818328","0.8603612746092957","0.8725908775035103","0.8848204803977248","0.2962180972099304","0.856","0.8649822542837751","0.87396450856755"
"pleasant-sweep-40","0.0000501741419198464","0.08507565854264537","4","0.00034003109907660816","1.5360888242721558","0.9999999217639388","0.8648264664095798","0.8725582918277717","0.8802901172459635","0.4292394816875458","0.854","0.8633717931042939","0.8727435862085879"
"faithful-sweep-20","0.00004218985369940181","0.09644115701551254","0","0.00035773754123579116","1.3613922595977783","0.99999985368572","0.8654353562005277","0.8725048698674399","0.8795743835343521","0.3085079491138458","0.862","0.8683675597988785","0.874735119597757"
"misunderstood-sweep-342","0.00005016891651961433","0.08730894119435445","7","0.0006162248255759069","1.3616855144500732","0.9999997709154927","0.8638116500913334","0.8724868963755282","0.881162142659723","0.3087233304977417","0.874","0.8718043319900193","0.8696086639800386"
"vocal-sweep-286","0.00004502764345890086","0.06723172848029953","1","0.000440419198254572","1.384176254272461","0.9999999116480764","0.8650294296732292","0.8724581545903791","0.8798868795075292","0.3251052498817444","0.872","0.8722701805257261","0.8725403610514523"
"clean-sweep-120","0.00008429197475288324","0.11413874395487604","4","0.0007375831637440753","1.311922311782837","0.9999996854880396","0.8646235031459306","0.872455195493969","0.8802868878420075","0.27149346470832825","0.86","0.8680919266683531","0.8761838533367063"
"smooth-sweep-122","0.00005945982271620636","0.1245269379084918","1","0.00035029738580478635","1.3850139379501345","0.999999721418218","0.8646235031459306","0.8724307767104073","0.8802380502748839","0.3257102370262146","0.868","0.8716719567783398","0.8753439135566795"
"jumping-sweep-295","0.00005723767401078093","0.117198165787049","3","0.0004926892429082864","1.4783141613006592","0.9999998369386944","0.8650294296732292","0.8723953863267147","0.8797613429802003","0.3909024000167846","0.88","0.8737881140946779","0.867576228189356"
"decent-sweep-165","0.00007487586706559798","0.12312829070980404","0","0.0004502887570820827","1.3169955015182495","0.999999588102368","0.8601583113456465","0.8723837917431994","0.8846092721407522","0.2753530740737915","0.884","0.8779341732588455","0.8718683465176909"
"misty-sweep-198","0.00008949939454026438","0.08117748571916086","3","0.0004307157355496898","1.3055224418640137","0.9999996811095522","0.8644205398822813","0.8723809786824138","0.8803414174825464","0.2666033208370209","0.87","0.8693477767602014","0.8686955535204028"
