"Name","adamw_lr","dropout_rate","muon_lr","weight_decay","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"ethereal-sweep-10","0.0002016472344613416","0.05","0.000615084786892157","0.00012872262574243346","1.2115298509597778","0.9999996522475776","0.8625938705094378","0.8584328811877875","0.8542718918661372","0.19188396632671356","0.846","0.8512343474023862","0.8564686948047726"
"atomic-sweep-9","0.0002751210432823531","0.05","0.00059278952625582","0.00009635802879192655","1.2124838829040527","0.9999998387501806","0.8694946214735133","0.868537228165997","0.8675798348584807","0.1926710605621338","0.854","0.854547270825804","0.8550945416516078"
"dauntless-sweep-8","0.00026731483004439666","0.05","0.0005904771037122523","0.00009856717306618792","1.1933575868606567","0.999999738036276","0.8723361071646032","0.8734852314229018","0.8746343556812004","0.17677079141139984","0.86","0.8627216176532826","0.8654432353065651"
"clean-sweep-7","0.0002370412056002882","0.05","0.0005570675825341894","0.00014975056545003733","1.2541844844818115","0.9999996841828148","0.8717272173736553","0.8721300994594092","0.872532981545163","0.22648561000823977","0.852","0.8576073154750873","0.8632146309501746"
"peachy-sweep-6","0.00019200197764448855","0.05","0.00046566548281234656","0.0001448886545046872","1.2468432188034058","0.9999997108473402","0.8719301806373047","0.8708197887755338","0.869709396913763","0.2206149995326996","0.856","0.8665337087100953","0.8770674174201907"
"silver-sweep-5","0.00023146050346197449","0.05","0.0005672401847929655","0.00014289497830431946","1.2532212734222412","0.9999997870833662","0.8735538867464989","0.8726749720712139","0.8717960573959288","0.22571732103824615","0.854","0.8581149754381325","0.8622299508762652"
"summer-sweep-4","0.00025151900186764895","0.15","0.0006635962964080058","0.00007669769695807716","1.1568448543548584","0.9999995728987175","0.8652323929368785","0.8632020882806695","0.8611717836244605","0.14569632709026337","0.842","0.8492223079382678","0.8564446158765356"
"lemon-sweep-3","0.00015988234806210737","0.15","0.0006818009733167722","0.00010076000924382844","1.2134573459625244","0.9999997326533812","0.8664501725187741","0.869140984020297","0.8718317955218199","0.1934735476970673","0.85","0.8565436234730678","0.8630872469461356"
"rose-sweep-2","0.0002801111875292481","0.05","0.0006242793999763454","0.00007472020462951677","1.134096622467041","0.9999995543038424","0.8749746295920439","0.8725898674505779","0.8702051053091118","0.12583649158477783","0.87","0.8644262456987877","0.8588524913975752"
"dry-sweep-1","0.00015523564021106798","0.15","0.0004567284892855827","0.00010159978338074832","1.232152819633484","0.9999998497227496","0.8682768418916176","0.8677287111210218","0.867180580350426","0.20876294374465945","0.856","0.8599590575110705","0.863918115022141"
