"Name","adamw_lr","muon_lr","warmup_ratio","weight_decay","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"peachy-sweep-104","0.00019244648640934277","0.0008395166295322309","0.08720112213997491","0.000012441717342785082","1.2921422719955444","0.9999996426122436","0.865638319464177","0.8667910020573112","0.8679436846504454","0.2563014328479767","0.856","0.8585597908018435","0.8611195816036871"
"eternal-sweep-50","0.0002177599818082502","0.0007382744393387145","0.007629097656192863","0.00001079245104168638","1.3370444774627686","0.999999632563775","0.8660442459914756","0.8667588670331023","0.867473488074729","0.2904615104198456","0.852","0.8552436061240518","0.8584872122481038"
"flowing-sweep-110","0.00017972547296863937","0.000742255171397837","0.14814697226919102","0.00001428047759339057","1.3503587245941162","0.9999996346084904","0.8650294296732292","0.8667274799374429","0.8684255302016567","0.3003702163696289","0.834","0.8417061538251331","0.8494123076502664"
"ethereal-sweep-138","0.00016494258980444712","0.000758008189700677","0.016815638804416166","0.000011327380968271082","1.3300453424453735","0.9999996329540743","0.8664501725187741","0.8667261638119139","0.8670021551050539","0.28521308302879333","0.84","0.8479462307907368","0.8558924615814736"
"daily-sweep-99","0.00016421639823388035","0.0007273099466866316","0.15620794265769708","0.00002843994295417866","1.3587554693222046","0.9999996333120528","0.8662472092551248","0.8667141548196012","0.8671811003840777","0.3065691888332367","0.834","0.8424113471692363","0.8508226943384726"
"dark-sweep-75","0.00016470403862739593","0.0007234568397567462","0.1442034764321732","0.00006321196775485522","1.3666927814483645","0.9999996223373884","0.865638319464177","0.8667063442431624","0.8677743690221479","0.31239384412765503","0.836","0.8431508008729154","0.8503016017458307"
"efficient-sweep-377","0.00015897831594590854","0.0007478037578790274","0.12589938343942306","0.00001403949164046088","1.3369511365890503","0.9999995418942832","0.8664501725187741","0.866582440676148","0.866714708833522","0.290391743183136","0.834","0.8398739300047178","0.8457478600094357"
"golden-sweep-119","0.00015400118691452844","0.0007583335359394284","0.016662705323697513","0.0000969458869500108","1.3356527090072632","0.9999996426049368","0.8666531357824234","0.8664906984539865","0.8663282611255496","0.28942006826400757","0.838","0.8464417057562252","0.8548834115124504"
"efficient-sweep-358","0.00016561624552007093","0.0007484568861918571","0.12788509068089804","0.0000894024734140916","1.333461046218872","0.9999996505872946","0.8662472092551248","0.8664503242434445","0.8666534392317643","0.2877778708934784","0.836","0.8416035504203636","0.8472071008407273"
"fast-sweep-21","0.00014515127092142846","0.0007450850288299197","0.049430155991962654","0.000029488939494267687","1.3378115892410278","0.9999994902799514","0.8680738786279684","0.8664192833619162","0.8647646880958639","0.29103517532348633","0.842","0.8492869750238781","0.856573950047756"
