"Name","adamw_lr","adamw_weight_decay","alpha","muon_lr","muon_weight_decay","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"solar-sweep-31","0.0014673735854253975","0.05732828165628021","0.16429754517499046","0.0003988599358710503","0.016252159705064207","1.1702946424484253","0.9999998558128284","0.8719301806373047","0.8807664876095396","0.8896027945817744","0.157255619764328","0.862","0.870348226316012","0.878696452632024"
"peach-sweep-321","0.0022970613864474075","0.01950998149344675","0.16490906405642197","0.00045344852274689505","0.03032617719630608","1.277741312980652","0.9999998692956028","0.8745687030647453","0.8804394617577489","0.8863102204507526","0.2450939267873764","0.856","0.8670683140832713","0.8781366281665428"
"deep-sweep-4","0.00243958332544456","0.09497946843746848","0.4541685053406335","0.0001647679527046741","0.031275452187839406","1.4575613737106323","0.9999998866201838","0.8735538867464989","0.8800912222600314","0.8866285577735641","0.376764714717865","0.85","0.861826650431014","0.8736533008620281"
"radiant-sweep-298","0.000558689296409175","0.08589283371235278","0.16202678384555613","0.0005962459760772209","0.09971195138774988","1.0900390148162842","0.9999997171290668","0.8753805561193424","0.8791711661237116","0.8829617761280808","0.08621352910995483","0.868","0.8717827146793202","0.8755654293586405"
"denim-sweep-147","0.0006211657407644121","0.05103539578149723","0.30056953658892294","0.0006445231219848869","0.07950959948874353","1.2449030876159668","0.9999999220155228","0.8778161152831337","0.8785660049169295","0.8793158945507252","0.21905776858329773","0.856","0.8641088687626325","0.872217737525265"
"deft-sweep-108","0.0005375581525054635","0.07782204651004344","0.17041388409889918","0.0004499295780782028","0.08462565310346847","1.1071654558181765","0.9999998642552158","0.8768012989648873","0.8783009541847959","0.8798006094047045","0.10180315375328064","0.87","0.873156214443959","0.8763124288879179"
"dutiful-sweep-143","0.0004894750016020858","0.0857023154746489","0.37261179975615","0.0004489014851104272","0.08123484497702559","1.1692183017730713","0.9999999360095856","0.8749746295920439","0.8775772365396604","0.8801798434872767","0.15633544325828552","0.848","0.863939063616733","0.8798781272334661"
"flowing-sweep-199","0.0007960488276376873","0.03331606679378986","0.18151421859108896","0.00010252179789362516","0.06212709036724821","1.4001595973968506","0.9999998889918696","0.8676679521006698","0.8774642305807305","0.8872605090607913","0.33658623695373535","0.86","0.8700685094806258","0.8801370189612516"
"blooming-sweep-275","0.001363177645943649","0.07167901023413424","0.4172124995063697","0.00018217723210912535","0.06388827443032696","1.262813687324524","0.9999999377782288","0.867870915364319","0.8772337766028608","0.8865966378414027","0.23334231972694397","0.856","0.8665955448645533","0.8771910897291066"
"wandering-sweep-259","0.003664783708272288","0.08679487989936567","0.0983677398460101","0.00011577691243028508","0.017769904132621497","1.4507195949554443","0.999999919808362","0.8776131520194844","0.8767773469657739","0.8759415419120634","0.37205970287323","0.876","0.8722888825173849","0.8685777650347699"
