script,run,epoch1_pearson,epoch1_accuracy,epoch1_combine,epoch2_pearson,epoch2_accuracy,epoch2_combine,epoch3_pearson,epoch3_accuracy,epoch3_combine,test_pearson,test_accuracy,test_combine
nlp_hw3_consis.py,1,,,,
nlp_hw3_consis.py,2,,,,
nlp_hw3_consis.py,3,,,,
nlp_hw3_consis.py,4,,,,
nlp_hw3_consis.py,5,,,,
nlp_hw3_consis.py,6,,,,
nlp_hw3_consis.py,7,,,,
nlp_hw3_consis.py,8,,,,
nlp_hw3_consis.py,9,,,,
nlp_hw3_consis.py,10,,,,
