"Name","adamw_lr","adamw_weight_decay","alpha","batch_size","muon_lr","muon_momentum","muon_weight_decay","test/accuracy","test/combined_score","test/macro_f1","test/pearson","test/weighted_f1","train/batch_perplexity","train/loss","train/raw_grad_norm","val/accuracy","val/combined_score","val/macro_f1","val/pearson","val/weighted_f1"
"prime-sweep-3","0.000954744039486822","0.034607959697263865","0.11293815619237144","64","0.0009064978096377806","0.9583726960011046","0.08473698261339072","0.8818753805561194","0.8862026858951777","0.87186760878848","0.8905299912342359","0.8815845610097003","1.2407655715942385","0.2157284915447235","11.721778629494482","0.87","0.8771182043493847","0.8683617922307536","0.8842364086987694","0.8710534345706585"
"revived-sweep-100","0.001060603160942146","0.01739999645931442","0.10782671042296411","16","0.00028910149117570693","0.8993619559733803","0.17835292307994677","0.8802516744469251","0.8840290372609825","0.8735871064966864","0.8878064000750397","0.8805851271224616","1.5089973211288452","0.41144540905952454","29.67655196128047","0.868","0.8732999273609001","0.8636071452395053","0.8785998547218001","0.8691911656798873"
"cool-sweep-62","0.0009401469909838443","0.0132062442223561","0.06943843801431757","16","0.0001851042859262914","0.9166701196975484","0.13293170031601106","0.8761924091739395","0.883558210217253","0.8702841944947565","0.8909240112605666","0.8768084242034722","1.4329876899719238","0.359761506319046","24.01449165952036","0.862","0.8749689739027562","0.8559773520050461","0.8879379478055123","0.8629746604027724"
"silver-sweep-58","0.0015306999674112613","0.01538337943072989","0.14200981772203022","16","0.000144758778233545","0.9007394426294196","0.17836950314697228","0.8818753805561194","0.8835342573981615","0.8767443056321804","0.8851931342402036","0.8823755498548983","1.989155650138855","0.6877102255821228","22.71483377839404","0.87","0.8758928819724034","0.8640123583730309","0.8817857639448068","0.870810008755732"
"volcanic-sweep-91","0.0019603209878317315","0.015937721156924836","0.451084780798504","16","0.0002285225655241474","0.9056058883626776","0.10837194373846552","0.8778161152831337","0.882615098155092","0.8656299660476906","0.8874140810270502","0.8772945309931215","2.461604356765747","0.9008132815361024","27.766256569253365","0.872","0.8736772695799835","0.863046688588368","0.8753545391599669","0.872281798791944"
"eager-sweep-96","0.0006288848841413681","0.06859557340142208","0.4484168082625791","16","0.00016598316969901295","0.9600731162884296","0.10902120126377111","0.8674649888370205","0.8819607373121665","0.8605568316024467","0.8964564857873124","0.8681647289290045","1.3301788568496704","0.2853134274482727","31.804098665593383","0.862","0.8744564238897492","0.8574715364800994","0.8869128477794984","0.862832044574811"
"clear-sweep-23","0.0021042159410053713","0.05997504504833052","0.09101318955354924","128","0.0005158072116824972","0.9294385640643884","0.05439198330907599","0.8719301806373047","0.8816873082014519","0.8641180092233576","0.8914444357655992","0.8722353472738468","1.1472619771957395","0.1373782455921173","6.100165270288731","0.868","0.8775285026897481","0.8654025633229655","0.8870570053794962","0.869581722473277"
"lunar-sweep-32","0.000985824646692182","0.05451348077124039","0.0546335146362983","128","0.00186968899873","0.9143644085752736","0.051561030702270375","0.8796427846559772","0.8814985428837903","0.8724173375901265","0.8833543011116034","0.8796440656249311","1.1114472150802612","0.1056629866361618","3.568002105317906","0.868","0.8732222913475745","0.861379644055492","0.8784445826951489","0.8685425252409322"
"tough-sweep-82","0.0021721608978447675","0.038655440540921","0.4193755531246851","16","0.00016695935608082102","0.9078064945432952","0.1593702826152933","0.8723361071646032","0.8806871239363101","0.8670822725615461","0.8890381407080171","0.8730941965645821","1.8585368394851685","0.6197895407676697","11.75371380697131","0.874","0.8732517212986065","0.8708685300428419","0.872503442597213","0.8751948675178032"
"stellar-sweep-31","0.004091068500727849","0.06715826636618326","0.16264870241026697","128","0.0012996636101654771","0.9358795017510092","0.05741986138284226","0.8765983357012381","0.8802464186123627","0.8700267758929252","0.8838945015234874","0.8770900182457678","1.2255204916000366","0.20336568355560303","6.663495020336318","0.872","0.872915778316512","0.8706485103209398","0.873831556633024","0.8731951675864323"
"sweepy-sweep-12","0.0011782842334114563","0.03479787850825093","0.0395950025708508","64","0.0005980204960859356","0.9369491370127404","0.10331864172053017","0.867870915364319","0.8800569585916302","0.8631545218863831","0.8922430018189416","0.8686758698217637","1.0821778774261477","0.07897551357746124","2.430460283230237","0.87","0.8801687940702473","0.8692154382014429","0.8903375881404946","0.8710521342050257"
"wandering-sweep-48","0.004350922064172785","0.07030348328936835","0.25026983238965017","128","0.0002074054953777994","0.9629386724371436","0.05454049391900793","0.8747716663283945","0.8800341158931843","0.8684797134886391","0.885296565457974","0.8748153140281394","1.3223459720611572","0.27940744161605835","8.387951833588104","0.868","0.8739877480824212","0.8653857651300106","0.8799754961648424","0.8686986486659122"
"swept-sweep-56","0.000666618510383762","0.013893615913183572","0.3298835739753257","16","0.0001607093041917572","0.9082877101445008","0.16019177325107095","0.8652323929368785","0.8795959703624703","0.8592150717418644","0.893959547788062","0.8662208279716566","1.2947876453399658","0.25834667682647705","26.541156238428897","0.836","0.8582647543116677","0.8366105330052199","0.8805295086233353","0.8385051248049351"
"jumping-sweep-26","0.002201258336620528","0.07421763267863012","0.0740515338152058","128","0.0011176288913602882","0.9082187016566952","0.060730953316312467","0.872133143900954","0.8791251482021016","0.8621053622876453","0.8861171525032492","0.8717513928787249","1.1553550958633425","0.14440768957138062","4.755052814608398","0.86","0.8721611264482586","0.8628982911894768","0.8843222528965172","0.8624114357530132"
"whole-sweep-52","0.004604595277758448","0.03389480822701123","0.39521005754568406","128","0.0009027359724699576","0.9106483526993284","0.17648168811028306","0.8751775928556931","0.8789621515622223","0.864923267495482","0.8827467102687517","0.8742242883851349","1.157356023788452","0.14613814651966095","6.384137722506865","0.86","0.8733040891899562","0.8591880743648201","0.8866081783799125","0.8612111899781418"
"polished-sweep-89","0.0008464203503195847","0.08558829637475379","0.40294366887627425","16","0.0002307269950968084","0.9883240737885592","0.05335408931339331","0.8753805561193424","0.8788407339099387","0.8677647134997741","0.8823009117005349","0.87553387930702","1.4661253690719604","0.3826230466365814","17.150158761013447","0.87","0.8718417749460806","0.8640070879887621","0.8736835498921612","0.8705903938319747"
"icy-sweep-19","0.0008608618010860702","0.03057741366619249","0.07235675777825126","64","0.0006130485532065002","0.960796070298325","0.10280899138514044","0.8711183275827076","0.8785819388458709","0.863584676326208","0.8860455501090343","0.8716073276453561","1.1451365947723389","0.13552385568618774","4.0102900965703805","0.874","0.877238370710189","0.8733397520354043","0.8804767414203778","0.8756629897638593"
"smooth-sweep-74","0.0007014713859243575","0.031740128491150696","0.0954829940490876","16","0.0002431359674566304","0.90609719812225","0.17868198774204544","0.8632027603003857","0.8780729862828067","0.854849404327441","0.8929432122652278","0.8642076455616894","1.4568195343017578","0.3762556612491608","30.55434665176298","0.856","0.8678255732526459","0.8503485783853089","0.8796511465052916","0.8576805509304636"
"dulcet-sweep-27","0.0036527091507526704","0.07742159667868657","0.05436314819271063","128","0.0001847983592297306","0.934473501892434","0.05937147108192549","0.8701035112644612","0.8776791498061358","0.8621722675522404","0.8852547883478105","0.8698084563978942","1.404977560043335","0.3400213420391083","11.482519433366596","0.874","0.8813547250893572","0.8719362745098039","0.8887094501787145","0.8740563725490197"
"wandering-sweep-18","0.0020719366280273397","0.03426960009695562","0.08603279298932237","64","0.0010622695883932898","0.9433033718700732","0.08557851358670404","0.8739598132737975","0.8774441142343408","0.8629216944036783","0.8809284151948841","0.8744317202542439","1.1671929359436035","0.15460173785686493","5.682164405786965","0.872","0.8745957431886904","0.8645080247738592","0.8771914863773806","0.8721177762510718"
"sparkling-sweep-73","0.0005942853122760367","0.05843441808419097","0.26873488136573487","16","0.00014468885077715895","0.9017081710040772","0.1770768685403495","0.8615790541911914","0.8773740997781858","0.855369940863385","0.8931691453651803","0.8626619618059824","1.2778030633926392","0.24514228105545044","23.08143877045829","0.842","0.8619328154585899","0.8437801880931062","0.88186563091718","0.8445010443322332"
"rose-sweep-5","0.001813801898130817","0.02352815505838872","0.3135405294687567","64","0.00016850763489101878","0.9058464923456367","0.1667780394333414","0.8640146133549828","0.8770706836530562","0.8594934270470213","0.8901267539511295","0.8651642157056383","1.1725674867630005","0.15919573605060575","4.696310458719998","0.858","0.8714416814453176","0.8619908099105945","0.8848833628906352","0.8604555061819353"
"classic-sweep-1","0.003240671415358413","0.04442709528844166","0.08602044838638186","128","0.0006662305694366096","0.907554005443232","0.16478090325955602","0.869291658209864","0.8769892421841052","0.8603469867198944","0.8846868261583466","0.8686414705335245","1.108750820159912","0.10323402285575868","3.933177339907688","0.844","0.8614041007247366","0.850851270206109","0.8788082014494734","0.8468420611646418"
"flowing-sweep-94","0.0013428293804989746","0.07734103584966816","0.4655279876196965","16","0.00017186079791781466","0.947412862476914","0.11398204366748042","0.869291658209864","0.8767098404873622","0.8606424712529828","0.8841280227648605","0.8700204934751669","1.798830270767212","0.5871365666389465","24.79939164071692","0.864","0.8690474087886566","0.8613131476393154","0.8740948175773131","0.865602715370939"
"fancy-sweep-10","0.001105572370556726","0.02649099809603065","0.12560926941013617","64","0.0009365446055729812","0.9255584613021683","0.06325853162377794","0.8739598132737975","0.8767017393709118","0.8649607988209418","0.879443665468026","0.8742101095605971","1.092331051826477","0.08831407874822617","4.413188967040234","0.858","0.861462490204661","0.8628432209418125","0.864924980409322","0.8607993597951344"
"vague-sweep-53","0.0011826607589787651","0.011967154727097664","0.4517275395120824","128","0.00138908542893604","0.9145281051813396","0.1671479967596483","0.8660442459914756","0.8766259975896441","0.8568764568351678","0.8872077491878126","0.8659115998922677","1.0876796245574951","0.08404664695262909","2.786268782205986","0.856","0.8691067309577403","0.8513037175106141","0.8822134619154804","0.8564941658900279"
"serene-sweep-24","0.0016616570595009929","0.04350435812032225","0.09498737635368457","128","0.00041586155261635253","0.9302209457394518","0.05631281153919991","0.8632027603003857","0.8766113571087311","0.8594340372102159","0.8900199539170764","0.8643501581087562","1.1720209121704102","0.15872958302497864","6.738845055560903","0.866","0.8767754184892369","0.8673349376738173","0.8875508369784739","0.8683213166964032"
