"Name","adamw_lr","adamw_weight_decay","alpha","muon_lr","muon_momentum","muon_weight_decay","warmup_ratio","test/accuracy","test/combined_score","test/macro_f1","test/pearson","test/weighted_f1","train/batch_perplexity","train/loss","train/raw_grad_norm","val/accuracy","val/combined_score","val/macro_f1","val/pearson","val/weighted_f1"
"autumn-sweep-3","0.0021037164809357724","0.013983806650412888","0.16485043804958135","0.0003811844380618661","0.9581102983666124","0.05226603016729474","0.7475223132270936","0.8772072254921859","0.8836392826552654","0.8693661245469914","0.8900713398183449","0.8773210768446174","1.6571922302246094","0.5051247477531433","12.808419600643187","0.866","0.8736218414480683","0.861392653127821","0.8812436828961366","0.8664633392390652"
"amber-sweep-33","0.0020364523368377268","0.02100942364765936","0.23604650824858653","0.0009078416941410592","0.9411977700480136","0.10822978406358157","0.15983530000175403","0.8778161152831337","0.8835541342387743","0.8694778578658845","0.8892921531944147","0.878020666314164","1.1428924798965454","0.1335623264312744","6.233542702155562","0.866","0.8728718797140678","0.8625782830860498","0.8797437594281355","0.8665593780585195"
"misunderstood-sweep-16","0.0027555707218329503","0.025715613084082704","0.20912598763090764","0.0006314154666627017","0.9128657514817576","0.17661707974042606","0.5971731000434614","0.8729449969555511","0.883070025163613","0.8651075020542641","0.8931950533716749","0.8735697279059883","1.1857569217681885","0.1703813672065735","6.347591218703823","0.868","0.8769645279111313","0.8664456749983066","0.8859290558222628","0.8694706766917294"
"avid-sweep-32","0.002239004796740603","0.026936653341945685","0.1382012511732293","0.0007737700778664197","0.9248422535061318","0.10679218007804096","0.385254780809938","0.8725390704282525","0.8828800965679949","0.8662499547029916","0.8932211227077373","0.8732125055617517","1.1672123670578003","0.15461832284927368","4.6355174662206045","0.86","0.8725796426840413","0.8564982059234932","0.8851592853680825","0.861648166392994"
"ruby-sweep-11","0.001203290615165802","0.0572057056614458","0.1202521124931842","0.0005901591686680187","0.95119975049506","0.1278529218545481","0.24331479320380747","0.8690886949462148","0.8812325239554517","0.8617074826144598","0.8933763529646888","0.8698496629612263","1.1279425621032717","0.1203952133655548","5.463483263216438","0.878","0.8817668184074325","0.8754365853075785","0.8855336368148652","0.879271596510749"
"avid-sweep-7","0.002193129661047501","0.07713978777606627","0.27674485416877864","0.0006421896029929745","0.9033973349821806","0.05163491031651879","0.5925599608316826","0.8711183275827076","0.8812193662675916","0.8639047209689363","0.8913204049524757","0.8718125798783564","1.1122006177902222","0.10634061694145204","3.772347461666557","0.862","0.8725107291103971","0.8627814809250576","0.8830214582207943","0.8635213161591643"
"effortless-sweep-15","0.0018997065021659344","0.043751212614661826","0.25129074637760246","0.00028039656420619574","0.9637827937146808","0.0976008703707977","0.3033045692657668","0.8682768418916176","0.8801774814777502","0.8611043651318985","0.8920781210638828","0.8692459852417911","1.2028392553329468","0.18468481302261353","4.423316596660849","0.864","0.8753322869731869","0.8656055785833794","0.8866645739463738","0.865897383762672"
"young-sweep-20","0.0018773276988735608","0.0786780412766624","0.3152226834346051","0.0008641301170894497","0.9519791425681368","0.046043309819015464","0.6920085795517945","0.8680738786279684","0.8794925557986871","0.8601029665138243","0.8909112329694059","0.8686604118967629","1.1033068895339966","0.09831200540065764","2.6567627518104135","0.856","0.8672914106886322","0.8535540420249705","0.8785828213772644","0.8570804660839701"
"snowy-sweep-18","0.0010992857769885015","0.012163591130328597","0.10843139687919084","0.0003849307368454217","0.937777653471109","0.03965127795984001","0.9292991006813416","0.8727420336919017","0.878918086696018","0.867114240723372","0.8850941397001343","0.8729914549074015","1.78520929813385","0.5795356631278992","22.4921042066968","0.868","0.8728320452145792","0.8602970526274597","0.8776640904291586","0.8691313390685024"
"rural-sweep-1","0.0021284955906732267","0.07608401479958535","0.40196712527011336","0.0004227748387846371","0.94404254063557","0.11328561882596368","0.975671972883692","0.8680738786279684","0.8774030113885537","0.8632442248692175","0.886732144149139","0.8688273109142322","1.2197026014328003","0.19860708713531497","6.830445352800227","0.854","0.866619165809363","0.8485972832075458","0.8792383316187261","0.8554118102480441"
"frosty-sweep-2","0.0013845700615600313","0.05179041401694643","0.1660038212072073","0.0003843113332870537","0.9091245242517476","0.07248769273957882","0.7037432379387276","0.8658412827278262","0.877150276003059","0.860810959946595","0.8884592692782916","0.866807789951838","1.208160161972046","0.1890986859798431","8.765544399726844","0.868","0.876957170176232","0.8627841355766087","0.8859143403524641","0.8693052165032619"
"spring-sweep-12","0.0022267414844863507","0.07512497111487614","0.39436235702978034","0.0008776760134172858","0.9308968811459024","0.16350157032070745","0.8242555131822266","0.8682768418916176","0.8764456366876456","0.8613213180919127","0.8846144314836738","0.8687238785124187","1.1444754600524902","0.13494634628295898","4.138198403265205","0.868","0.8726914086724417","0.8624104564206659","0.8773828173448833","0.8690330476226746"
"devoted-sweep-14","0.002019810128443345","0.046747247480245425","0.2085442676237785","0.0008370989308635269","0.9401715451484564","0.11219692564888276","0.7919292370071545","0.8664501725187741","0.8754437578506481","0.8595188014933256","0.8844373431825221","0.866999162326287","1.1578391790390017","0.14655551314353943","5.3885881371791085","0.866","0.8719737767145062","0.8583398029486444","0.8779475534290122","0.8667845224298751"
"youthful-sweep-49","0.001682274875713319","0.07533423529254694","0.2540611065659677","0.0006845858449795886","0.9507891989587072","0.049201052215756824","0.23820658717430543","0.8642175766186321","0.8747050002560525","0.8546141595658119","0.8851924238934729","0.8651346514319358","1.2635016441345217","0.2338869720697403","13.423613138723727","0.86","0.8719223930853871","0.8544688115667642","0.8838447861707742","0.8605531754796898"
"rich-sweep-9","0.0027665950741070037","0.06706244960147036","0.2836378590963067","0.0005782991924782152","0.9252795347854086","0.1393323585311236","0.7690561546680443","0.8629997970367363","0.8741223387393622","0.8580570227426905","0.885244880441988","0.8641290513557148","1.1853423118591309","0.1700315922498703","6.561734702086328","0.866","0.8722050262858149","0.8625523050123017","0.8784100525716297","0.867699369646032"
"royal-sweep-25","0.0014657821257014487","0.01810499664094345","0.17951017076527315","0.0004086887926304427","0.9492445616997276","0.05656465776361352","0.5808987655607589","0.8589405317637507","0.8734936026727371","0.8547450554500688","0.8880466735817234","0.8601137067136312","1.163435935974121","0.15137770771980286","6.126770521934105","0.864","0.8748625039620674","0.8600943145090084","0.8857250079241349","0.8655538072156997"
"dainty-sweep-19","0.002361879708491379","0.07767424858923651","0.09148910380986316","0.0007114930976441763","0.9207874812722712","0.08148686223658125","0.17318849637993736","0.8603612746092957","0.873238149237017","0.8567600780855332","0.8861150238647384","0.8616255954058745","1.2393144369125366","0.21455830335617063","8.454648835226727","0.862","0.8720194381636579","0.8619957601915539","0.8820388763273158","0.863975122390154"
"bright-sweep-26","0.0019115857254939548","0.07910575805042933","0.06587651740801259","0.0003706599449260466","0.9515292631860064","0.07622917139887539","0.6993223270658054","0.8556931195453623","0.8689071316628119","0.8510429835442676","0.8821211437802614","0.8570200417474846","1.2094439268112185","0.19016073644161224","7.215468248968899","0.85","0.8660561117863519","0.8492872040240461","0.8821122235727037","0.8520697534044902"
"peachy-sweep-29","0.0011000249547777168","0.01517808971443679","0.15234799037120086","0.000498466095769246","0.9611286371976652","0.0832132971133738","0.537571872491105","0.854069413436168","0.8670243024042139","0.8492070401050834","0.8799791913722598","0.8551071483733764","1.225466251373291","0.20332135260105133","9.198640587573374","0.85","0.8626975718110546","0.8480498237910638","0.8753951436221092","0.851984349881924"
"rich-sweep-6","0.001963227722128008","0.0152332413405966","0.03976815384955376","0.0007324392005878969","0.9305514617566628","0.14466149833125375","0.6782988956089899","0.8662472092551248","0.8658851908318681","0.8604001446271089","0.8655231724086113","0.8668484974629032","1.6380470991134644","0.49350470304489136","11.586639824919802","0.864","0.8703960268507249","0.8605102315200274","0.87679205370145","0.8640537741414489"
"worldly-sweep-22","0.0012556003148742375","0.05721798442807767","0.23116006375324957","0.0005205739630839823","0.9027731784392616","0.135601366511485","0.7646137282013895","0.848995331844936","0.8649134442376392","0.8463602395140871","0.8808315566303422","0.8505686178227128","1.2133830785751345","0.1934124082326889","7.595389240116402","0.844","0.8618819541294567","0.8415457486947879","0.8797639082589134","0.8461606278090958"
"dulcet-sweep-8","0.0019507872160797776","0.04005379613222567","0.18845364625696487","0.0003850518324182066","0.936632988246053","0.11703765479104764","0.8402191529833543","0.8485894053176375","0.86481431143412","0.8464568521487209","0.8810392175506024","0.8501559751885738","1.2940177917480469","0.2577519416809082","11.097179945843418","0.848","0.8624766607599279","0.8462838634444144","0.8769533215198557","0.8501808722717393"
"bumbling-sweep-10","0.001961438230506463","0.05081538214442978","0.37745544077493143","0.0006524253538688007","0.9159635140968212","0.13332229125776618","0.9705167009131136","0.8473716257357419","0.8647346669962392","0.8451905412627935","0.8820977082567366","0.8490557588924021","1.2335772514343262","0.2099183648824692","5.924614348153273","0.844","0.8598901052928248","0.842499188435965","0.8757802105856497","0.8462842252091822"
"olive-sweep-23","0.0024322860756075516","0.03811489178477079","0.08668909695882075","0.00029329207816852727","0.9133618265895516","0.04574886231202814","0.4934442376031899","0.850416074690481","0.8646669164631935","0.8476881038629474","0.8789177582359061","0.8519044742516965","1.184490442276001","0.16931264102458954","8.792526280195522","0.85","0.8642721233042342","0.8523512539469986","0.8785442466084684","0.8524839309626543"
"lucky-sweep-24","0.0010798851411208663","0.04434959741907634","0.09682987942322337","0.0002895427113365959","0.9569939441210412","0.13664554079542562","0.7485820608541601","0.8282930789527095","0.8496443597503345","0.8283392287885446","0.8709956405479593","0.8304555903473028","1.2886300086975098","0.25357961654663086","6.258789782284374","0.838","0.856429688258411","0.8395994232406515","0.874859376516822","0.8408505784783017"
