"Name","adamw_lr","adamw_weight_decay","alpha","batch_size","muon_lr","muon_momentum","muon_weight_decay","test/accuracy","test/combined_score","test/macro_f1","test/pearson","test/weighted_f1","train/batch_perplexity","train/loss","train/raw_grad_norm","val/accuracy","val/combined_score","val/macro_f1","val/pearson","val/weighted_f1"
"comfy-sweep-14","0.0016820337100298532","0.02963574648825492","0.1008196417545697","32","0.0008219315811072211","0.9337374228943572","0.16241652281123517","0.8812664907651715","0.8822542453514667","0.8723975524620763","0.8832419999377619","0.8808542988595756","1.1220461130142212","0.11515383422374724","5.654766667740708","0.872","0.8765656286162101","0.8695280080008883","0.8811312572324203","0.8722716255611533"
"vocal-sweep-23","0.001636799945167522","0.07885158257091938","0.27542828479717074","128","0.0007165678306950515","0.9487388347536264","0.11691978492077922","0.8682768418916176","0.8784591945419765","0.8638153002116606","0.8886415471923355","0.8689677938965178","1.105716109275818","0.10049324482679368","4.038506894368179","0.846","0.8637428515586427","0.8422954224273539","0.8814857031172855","0.8471564785616243"
"effortless-sweep-164","0.004089106206695458","0.08429382839293993","0.1626936320824145","64","0.001258923501767596","0.9203600784190552","0.10818979277544488","0.8747716663283945","0.8780510482210822","0.8642421091804097","0.8813304301137699","0.8746048483251502","1.1767959594726562","0.16279542446136477","5.866486844886536","0.868","0.8667058292298768","0.8647096570080196","0.8654116584597538","0.8681575610562876"
"hardy-sweep-39","0.0014148850698038685","0.033829773337824706","0.4300615839800178","16","0.0001687386627720782","0.9372349105254304","0.09841166387491523","0.8660442459914756","0.8775543227414206","0.8609844542780997","0.8890643994913656","0.8668247817139626","1.566312313079834","0.44872403144836426","28.854944368388654","0.88","0.8806391207984285","0.8828020003125489","0.881278241596857","0.8817853727144865"
"rural-sweep-243","0.0019071126052776744","0.039564071505881426","0.29055781580468293","64","0.0006604851542972312","0.9685243298929432","0.0359237184806415","0.8701035112644612","0.8766966659797231","0.8630445144492515","0.8832898206949849","0.8704720715757676","1.1292859315872192","0.12158560752868652","3.227555418701875","0.864","0.868870434213926","0.8683332290965368","0.8737408684278518","0.8654289967147015"
"summer-sweep-198","0.00292460230397917","0.02222627162062628","0.3872984509530793","64","0.0014043632606399424","0.9012727070736982","0.17608270282233246","0.8707124010554089","0.8759871710828636","0.8596329824079011","0.8812619411103183","0.8705696030927805","1.1666446924209597","0.15413184463977814","5.487620662639708","0.866","0.8627855124965257","0.8630777804985336","0.8595710249930514","0.8667284812531924"
"autumn-sweep-72","0.004977148236615608","0.027602123368801294","0.4489873310003425","64","0.000869975985376759","0.9404780562437428","0.1372567784453065","0.8751775928556931","0.8754428551205382","0.8666500626771104","0.8757081173853833","0.8746690367422496","1.1531442403793335","0.14249226450920105","9.610865842653252","0.86","0.8704325441404106","0.8579742131180272","0.8808650882808213","0.8598287659270586"
"vital-sweep-62","0.005043823770626732","0.0967478658256406","0.018086085014801967","64","0.0007292531604184185","0.93015034882543","0.10361619141779044","0.8719301806373047","0.8754283048184239","0.861285441731563","0.8789264289995432","0.8715027710261268","1.1297945976257324","0.1220359206199646","5.924668245593097","0.868","0.870535119907289","0.8666333686551528","0.8730702398145782","0.8682480646379958"
"fallen-sweep-223","0.00213856383240632","0.03516635266567042","0.25077425871730896","128","0.000993556718102721","0.9656102580127112","0.14009946888436098","0.8636086868276842","0.8749169710077058","0.8616514079039606","0.8862252551877275","0.8648792703387266","1.1600085496902466","0.1484273374080658","7.645419182697199","0.852","0.8654225712366157","0.848418466055417","0.8788451424732313","0.853173997262076"
"driven-sweep-37","0.002875671134581412","0.020299636446564694","0.4046379254401276","32","0.0004386749658295269","0.9165432144600372","0.08142555257183687","0.8629997970367363","0.8741682771028525","0.8538349977095541","0.8853367571689685","0.8637075076095148","1.274359107017517","0.2424434125423431","6.779270363786405","0.868","0.8727449536498684","0.8662954066787628","0.8774899072997367","0.8689209719502475"
