script,run,epoch1_pearson,epoch1_accuracy,epoch1_combine,epoch2_pearson,epoch2_accuracy,epoch2_combine,epoch3_pearson,epoch3_accuracy,epoch3_combine,test_pearson,test_accuracy,test_combine
nlp_hw3_roberta.py,9,0.8722139060505172,0.754,0.8131069530252586,0.8817669165568446,0.862,0.8718834582784223,0.8883574226332861,0.878,0.883178711316643,0.8873724144761859,0.879439821392328,0.8834061179342569
nlp_hw3_roberta.py,10,0.8327418123901914,0.74,0.7863709061950956,0.8900587128569287,0.892,0.8910293564284644,0.8820661326989881,0.886,0.8840330663494941,0.8897066313010192,0.8806576009742236,0.8851821161376214
nlp_hw3_gpt2.py,1,0.7465975324175711,0.688,0.7172987662087855,0.831065279768545,0.838,0.8345326398842725,0.8493208236401929,0.844,0.8466604118200964,0.8427944672974206,0.8439212502537041,0.8433578587755624
nlp_hw3_gpt2.py,2,0.7702922963014707,0.706,0.7381461481507353,0.8365355661437411,0.848,0.8422677830718706,0.8410080336517428,0.854,0.8475040168258714,0.844815722049511,0.8392530951897706,0.8420344086196409
nlp_hw3_gpt2.py,3,0.7664287493806478,0.696,0.7312143746903239,0.8281239215865401,0.756,0.7920619607932701,0.8398151617290206,0.862,0.8509075808645103,0.8452475359367372,0.8591434950274001,0.8521955154820686
nlp_hw3_gpt2.py,4,0.7391498647236323,0.704,0.7215749323618161,0.8380072663827923,0.852,0.8450036331913962,0.840375488778486,0.852,0.8461877443892429,0.8369553353809179,0.8546783032271159,0.845816819304017
nlp_hw3_gpt2.py,5,0.6522403047024156,0.592,0.6221201523512078,0.8094841750950516,0.75,0.7797420875475258,0.8445195413026063,0.844,0.8442597706513031,0.8416822210462155,0.8494012583722347,0.8455417397092251
nlp_hw3_gpt2.py,6,0.7437372116695727,0.784,0.7638686058347863,0.8309148255971325,0.846,0.8384574127985662,0.8478143906664348,0.858,0.8529071953332175,0.8445575800030805,0.8528516338542724,0.8487046069286764
nlp_hw3_gpt2.py,7,0.7749577446917599,0.69,0.7324788723458799,0.8270657967887443,0.852,0.8395328983943722,0.843263169830286,0.858,0.850631584915143,0.8456835578584644,0.8613760909275421,0.8535298243930032
nlp_hw3_gpt2.py,8,0.7796542104762101,0.71,0.744827105238105,0.8256623099855052,0.786,0.8058311549927526,0.8356034751684519,0.812,0.8238017375842259,0.8382336631817192,0.8203775116703876,0.8293055874260534
nlp_hw3_gpt2.py,9,0.7292071981298274,0.708,0.7186035990649137,0.8082364396880546,0.816,0.8121182198440273,0.8370198009628276,0.848,0.8425099004814138,0.8400691545272788,0.8565049725999594,0.848287063563619
nlp_hw3_gpt2.py,10,0.7524645326133175,0.702,0.7272322663066587,0.8444463428718227,0.858,0.8512231714359113,0.838413222243707,0.842,0.8402066111218535,0.8304304091764514,0.8382382788715242,0.8343343440239879
nlp_hw3_bert_reg.py,1,0.8436895647706089,0.338,0.5908447823853045,0.8535364951781461,0.446,0.649768247589073,0.8550249922824716,0.438,0.6465124961412358,0.8649720151871348,0.41952506596306066,0.6422485405750977
nlp_hw3_bert_reg.py,2,0.8446194776529444,0.214,0.5293097388264723,0.8721058111311706,0.206,0.5390529055655853,0.8782891661062745,0.332,0.6051445830531372,0.8830478421114333,0.32189973614775724,0.6024737891295953
nlp_hw3_bert_reg.py,3,0.8421726877329642,0.564,0.703086343866482,0.8693101131474045,0.564,0.7166550565737022,0.8667294436603898,0.564,0.7153647218301948,0.8705880435387063,0.5668763953724376,0.718732219455572
nlp_hw3_bert_reg.py,4,0.8578767687586484,0.288,0.5729383843793242,0.8683801619971936,0.286,0.5771900809985968,0.8685353703007233,0.288,0.5782676851503616,0.8799536309830013,0.2878019078546783,0.5838777694188397
nlp_hw3_bert_reg.py,5,0.8301577138934417,0.148,0.4890788569467209,0.866147292183372,0.148,0.507073646091686,0.8615727085335969,0.158,0.5097863542667984,0.872891165634986,0.15100466815506394,0.511947916895025
nlp_hw3_bert_reg.py,6,0.8443675406483531,0.226,0.5351837703241765,0.8511062591841927,0.206,0.5285531295920963,0.8545734239250933,0.228,0.5412867119625466,0.8668050837956179,0.22386847980515526,0.5453367818003866
nlp_hw3_bert_reg.py,7,0.8314072017624197,0.304,0.5677036008812099,0.8747697578615736,0.364,0.6193848789307868,0.871452574386265,0.344,0.6077262871931325,0.8731667161838996,0.37142277247818145,0.6222947443310405
nlp_hw3_bert_reg.py,8,0.8387724338504609,0.316,0.5773862169252304,0.8702725758628621,0.588,0.729136287931431,0.8670926272097014,0.642,0.7545463136048507,0.8692393262691164,0.6612543129693526,0.7652468196192345
nlp_hw3_bert_reg.py,9,0.8146827246353585,0.514,0.6643413623176793,0.8581367999877841,0.542,0.7000683999938921,0.873648553528974,0.528,0.700824276764487,0.8761325808314895,0.5260807793789324,0.7011066801052109
nlp_hw3_bert_reg.py,10,0.8416112557480048,0.292,0.5668056278740023,0.8741463304872692,0.308,0.5910731652436346,0.8687827787119619,0.318,0.5933913893559809,0.8748026815816707,0.31276638928353967,0.5937845354326052
nlp_hw3_bert_clf.py,1,0.49770135212986183,0.83,0.6638506760649309,0.5279654025372892,0.844,0.6859827012686446,0.4858549196494446,0.852,0.6689274598247223,0.5155236592309269,0.8577227521818551,0.686623205706391
nlp_hw3_bert_clf.py,2,0.6878721730726005,0.844,0.7659360865363003,0.6899059206211571,0.842,0.7659529603105786,0.6826124078707955,0.854,0.7683062039353977,0.655665603501427,0.8583316419728029,0.7569986227371149
nlp_hw3_bert_clf.py,3,-0.543964721003283,0.836,0.1460176394983585,-0.3559274134906782,0.836,0.2400362932546609,-0.25989463766786264,0.848,0.29405268116606864,-0.2355641064830135,0.8579257154455043,0.3111808044812454
nlp_hw3_bert_clf.py,4,-0.4812567927502717,0.776,0.14737160362486415,0.01347332302764027,0.842,0.4277366615138201,0.15165209693286558,0.866,0.5088260484664328,0.15142588368792004,0.8575197889182058,0.5044728363030629
nlp_hw3_bert_clf.py,5,-0.027289837646522628,0.84,0.4063550811767387,0.06578924039663873,0.866,0.46589462019831934,0.13004743488355067,0.842,0.4860237174417753,0.11252442489066443,0.8544753399634666,0.4834998824270655
nlp_hw3_bert_clf.py,6,0.2817807636408764,0.852,0.5668903818204382,-0.17196818509460926,0.854,0.3410159074526954,-0.11212632710663188,0.836,0.36193683644668406,0.26485277205751234,0.8447331033083012,0.5547929376829068
nlp_hw3_bert_clf.py,7,0.37584987719375423,0.808,0.5919249385968771,0.13361500073687627,0.834,0.4838075003684381,-0.15846526074804512,0.844,0.3427673696259774,0.3135794367723952,0.8187538055611934,0.5661666211667943
nlp_hw3_bert_clf.py,8,0.635342291034405,0.828,0.7316711455172025,0.5425448790022929,0.832,0.6872724395011465,0.5066646105962967,0.838,0.6723323052981484,0.6285868824567366,0.8449360665719505,0.7367614745143436
nlp_hw3_bert_clf.py,9,-0.21317414676142363,0.832,0.30941292661928815,-0.5355746801155311,0.854,0.15921265994223444,-0.5523417849228861,0.844,0.14582910753855693,-0.2479797703882122,0.8404708747716664,0.2962455521917271
nlp_hw3_bert_clf.py,10,-0.5752551186954519,0.832,0.12837244065227404,-0.511745507407627,0.834,0.16112724629618647,-0.6121814129515583,0.846,0.11690929352422086,-0.49958951248229205,0.8567079358636087,0.17855921169065833
