"Name","adamw_lr","dropout_rate","muon_lr","warmup_ratio","weight_decay","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"balmy-sweep-35","0.00011906017726861668","0.016022291823970813","0.0007941414452740243","0.06366664205892546","0.00004712184785359711","1.2742903232574463","0.9999995085319486","0.8707124010554089","0.8730693908932654","0.8754263807311219","0.2423894703388214","0.854","0.8583958918897517","0.8627917837795035"
"northern-sweep-104","0.00016169490310547345","0.0575365182694972","0.0007664584456764951","0.15154929921915417","0.00003841722999459924","1.2521049976348877","0.999999565035898","0.8725390704282525","0.8730052676382871","0.8734714648483217","0.2248261570930481","0.842","0.8488745748669331","0.8557491497338661"
"dry-sweep-22","0.0001648858043965923","0.002120474239672676","0.0007636031215296638","0.14521944402716405","0.00008447256517087231","1.26565420627594","0.9999997464100746","0.8719301806373047","0.8729564466404958","0.8739827126436868","0.23558908700942993","0.85","0.8536983484112499","0.8573966968225"
"brisk-sweep-87","0.0001968524201091639","0.0950154342764534","0.0007388356936374723","0.101858731033539","0.00008195665867951474","1.285617470741272","0.9999996704621024","0.8727420336919017","0.872694298530042","0.8726465633681822","0.2512391209602356","0.862","0.8623195670049593","0.8626391340099185"
"crisp-sweep-68","0.00017840148373998515","0.028785715712929028","0.0007914327965369058","0.1468030785063168","0.00006658710059568375","1.2753918170928955","0.9999996299304204","0.8713212908463568","0.872626371371448","0.8739314518965393","0.24325346946716309","0.848","0.8535862340582185","0.8591724681164371"
"fanciful-sweep-33","0.00014790335016109287","0.0011181835143787122","0.0007726796482793965","0.07155797445910998","0.00007490014446776542","1.2829846143722534","0.9999996849730176","0.8701035112644612","0.8725980762565838","0.8750926412487064","0.2491891533136368","0.842","0.8512062010470599","0.8604124020941198"
"sunny-sweep-91","0.0001953570442106499","0.13843225412316118","0.0007672542782508535","0.13100009232218343","0.0000681897790089119","1.2591009140014648","0.9999994688932932","0.8723361071646032","0.8725594136921357","0.8727827202196683","0.2303978800773621","0.858","0.8581286963069386","0.8582573926138771"
"visionary-sweep-89","0.00019603753402465572","0.1559739507723134","0.000780171764887115","0.15039808775579813","0.00007210507428102275","1.2352423667907717","0.9999995916148574","0.872133143900954","0.872557246668327","0.8729813494357","0.2112671583890915","0.85","0.8543762954590602","0.8587525909181205"
"vocal-sweep-81","0.0001970089709182906","0.10525275421288792","0.0007583432472984543","0.1437006076712816","0.00004418869035227116","1.263816475868225","0.999999595264629","0.8717272173736553","0.8724519372826637","0.873176657191672","0.23413607478141785","0.856","0.857368753122941","0.858737506245882"
"stoic-sweep-83","0.0001949566102279795","0.008384323503249181","0.0007766404587999372","0.0537252554769073","0.00005209541641135333","1.2505762577056885","0.9999996093919884","0.8701035112644612","0.8724299006291736","0.874756289993886","0.22360441088676453","0.858","0.860609557104525","0.8632191142090501"
"floral-sweep-16","0.00017103516256086878","0.030181715773189444","0.0007115345179221635","0.1226393713869064","0.00008216976646767594","1.264441728591919","0.9999996937418508","0.8709153643190582","0.8724061065064831","0.8738968486939079","0.2346307337284088","0.852","0.8551346746435652","0.8582693492871304"
"avid-sweep-59","0.00016256965992226383","0.018071224747345304","0.0007830317845094201","0.1139713669176484","0.00002131870593869555","1.2643427848815918","0.9999996720072338","0.8701035112644612","0.8723802920481345","0.8746570728318078","0.23455241322517395","0.858","0.8600334363940378","0.8620668727880756"
"worthy-sweep-51","0.00014301857109368373","0.020872021426816368","0.0007940243977881872","0.17669978761216404","0.000018372657058950356","1.2690942287445068","0.999999650676785","0.8707124010554089","0.872363853711855","0.8740153063683012","0.23830339312553409","0.856","0.8572746453376646","0.8585492906753293"
"bright-sweep-12","0.00014886595211180157","0.003705222518017459","0.00078217519126148","0.1860181161088987","0.000011755024425954974","1.2507327795028689","0.9999996823032212","0.8715242541100061","0.8722901141265423","0.8730559741430786","0.22372961044311523","0.846","0.8513539080901652","0.8567078161803304"
"crisp-sweep-99","0.00019098605039130704","0.04862961668630594","0.0007395400791410099","0.12452925201852166","0.00006451734631040443","1.244699478149414","0.999999616399592","0.8703064745281104","0.8721838060769451","0.8740611376257799","0.21889415383338928","0.85","0.8543556585338757","0.8587113170677515"
"confused-sweep-93","0.0001995273689226063","0.12555245292261663","0.0007097965890518657","0.08167456814182412","0.00007884159435167421","1.2882717847824097","0.999999555156357","0.8705094377917597","0.8720567555282974","0.873604073264835","0.25330156087875366","0.85","0.8562838534391699","0.8625677068783397"
"fresh-sweep-4","0.0001881605575037065","0.026065637376310936","0.0007379179789741881","0.049061369337511755","0.00004274839338340243","1.2893242835998535","0.9999997227563155","0.8711183275827076","0.8720503041459773","0.8729822807092471","0.2541182339191437","0.854","0.8583442681575042","0.8626885363150083"
"ruby-sweep-54","0.00018533702526054164","0.008432848880444066","0.0007920242375993049","0.1401707970576737","0.000019976854181438255","1.2680974006652832","0.9999996888977268","0.8701035112644612","0.8718472016266787","0.8735908919888962","0.23751762509346008","0.858","0.8586616066360395","0.8593232132720792"
"youthful-sweep-7","0.00017863193532867346","0.04424621107482405","0.0006970268569297182","0.1075287785313742","0.00009070944481863545","1.283299684524536","0.9999996823999878","0.8713212908463568","0.8717334674575005","0.8721456440686441","0.24943464994430545","0.854","0.8560178350461058","0.8580356700922116"
"fine-sweep-55","0.00017183882269232464","0.0033246415514369245","0.0007922835291975847","0.08272050282918993","0.000020044324238746844","1.2603449821472168","0.9999996584461188","0.8680738786279684","0.8716995861509519","0.8753252936739354","0.2313854694366455","0.846","0.8540253679776224","0.862050735955245"
"classic-sweep-44","0.0001641337576472572","0.017986629092618302","0.0007549016801989798","0.1565873403202981","0.00009989331579357398","1.308749437332153","0.9999996460453467","0.8699005480008118","0.8714436525967675","0.8729867571927231","0.2690720558166504","0.848","0.8531563347121027","0.8583126694242056"
"dark-sweep-58","0.00012430392385802264","0.01672475080653555","0.0007980900855105471","0.17334964883906925","0.000017490945526345713","1.273697018623352","0.9999996634419606","0.869291658209864","0.8714209862746812","0.8735503143394985","0.24192363023757937","0.856","0.8583815471902185","0.860763094380437"
"swept-sweep-24","0.00017386481170177294","0.038641152093164904","0.0007377580647948087","0.15403224826866546","0.00005776416779836532","1.2631548643112185","0.9999996272985467","0.8705094377917597","0.8713258694819004","0.8721423011720412","0.23361247777938843","0.846","0.8501066623902367","0.8542133247804733"
"youthful-sweep-21","0.00015857886037534444","0.00762390856604156","0.0007701379596634668","0.09672133683798809","0.00006825193188566777","1.2777862548828125","0.9999994989423232","0.8686827684189162","0.8713221269105755","0.8739614854022348","0.2451290786266327","0.852","0.8577864398892137","0.8635728797784273"
"snowy-sweep-97","0.0001900463812874695","0.09585354433705293","0.0006828965734098779","0.10907271070947232","0.000060300545999948","1.3032840490341189","0.999999606881957","0.8707124010554089","0.8713077889391001","0.8719031768227913","0.2648872435092926","0.854","0.8547948334923634","0.8555896669847267"
"copper-sweep-43","0.00015686534990881073","0.04218050927994093","0.0007479312219475267","0.1289513240316917","0.00009677347321082934","1.2452305555343628","0.9999995856593584","0.8696975847371625","0.8712921327073853","0.872886680677608","0.2193206697702408","0.85","0.8543728390508036","0.8587456781016074"
"leafy-sweep-67","0.0001931250580866043","0.051429457445058446","0.0006826969676946296","0.06074618148965774","0.00004952493338224759","1.2962067127227783","0.999999540620257","0.8711183275827076","0.8712514196340543","0.871384511685401","0.25944212079048157","0.852","0.8578347994124178","0.8636695988248355"
"dauntless-sweep-48","0.0001221060962443045","0.014447511626353203","0.0007868227875240567","0.07843750252362203","0.00009667979401935556","1.2641443014144895","0.9999995791253644","0.8676679521006698","0.8712424166689872","0.8748168812373046","0.23439541459083557","0.864","0.8639447726858389","0.8638895453716777"
"lively-sweep-94","0.00018940925644923416","0.1871261094799732","0.0007737388415207448","0.13029128719138028","0.00005416765087804629","1.2467869520187378","0.9999996809735088","0.869291658209864","0.8712297094943176","0.873167760778771","0.22056980431079865","0.854","0.8586227425476647","0.8632454850953295"
"genial-sweep-107","0.00016778115596130478","0.012442937873525618","0.0007203152031432288","0.13173056975644168","0.00007508812240962672","1.272727608680725","0.9999996171562728","0.8699005480008118","0.8712037884934389","0.8725070289860659","0.24116232991218567","0.854","0.8565646199053996","0.8591292398107991"
"young-sweep-88","0.0001891165336723806","0.09330659090110656","0.0007937952383887276","0.11534284175320296","0.00005220256051641555","1.2210386991500854","0.9999996101026604","0.8694946214735133","0.8711692406187881","0.8728438597640628","0.19970184564590457","0.848","0.8535009996126008","0.8590019992252016"
"stoic-sweep-77","0.00015632371809392548","0.07260120171882627","0.0007881938894099471","0.1994739660961049","0.000045130513578237816","1.259993314743042","0.9999996524683727","0.8705094377917597","0.8711632819110621","0.8718171260303644","0.2311063706874847","0.86","0.8600221923005021","0.8600443846010043"
"smooth-sweep-108","0.000196133564078561","0.06445141118113418","0.0007587985221957103","0.16725657994641127","0.000031471114327590564","1.2642933130264282","0.99999954840935","0.8703064745281104","0.8711301678993082","0.871953861270506","0.2345132678747177","0.85","0.8540711058903598","0.8581422117807196"
"laced-sweep-23","0.0001955014382128224","0.004796298971784952","0.0007775650952918869","0.14086477485023002","0.00003744049518891058","1.2851818799972534","0.9999996154495776","0.8682768418916176","0.8710959924930901","0.8739151430945626","0.2509002387523651","0.85","0.8538226104622261","0.8576452209244522"
"resilient-sweep-34","0.00014710179034536463","0.05404612318209168","0.0007944098173027485","0.16611894893302598","0.0000996780105827552","1.2471030950546265","0.9999995470183872","0.8686827684189162","0.8710203623206618","0.8733579562224073","0.22082337737083435","0.858","0.8562234700217235","0.8544469400434471"
"autumn-sweep-13","0.00019745016320275323","0.011184992991863865","0.0007797202506385096","0.1728347019379423","0.00002047707842251514","1.2997443675994873","0.9999996794072396","0.8680738786279684","0.87097399499461","0.8738741113612517","0.2621675729751587","0.848","0.8534493145378281","0.8588986290756564"
"sweet-sweep-28","0.00015090517007038533","0.035803928773247805","0.0007990813910520708","0.1308223230226004","0.000018375362225908837","1.2332948446273804","0.9999995355396228","0.8688857316825654","0.8709601625666453","0.8730345934507252","0.20968925952911377","0.856","0.8596108033754105","0.863221606750821"
"fast-sweep-76","0.00013191829033505262","0.032812287887205076","0.000786155830198713","0.17132174964620933","0.00002122847291555198","1.2535178661346436","0.9999996048883228","0.8682768418916176","0.8709048151882319","0.8735327884848462","0.2259538769721985","0.844","0.8505752461143462","0.8571504922286924"
"robust-sweep-36","0.0001977247091375865","0.002445027144315848","0.0006575147561170625","0.06406264046896915","0.00003590658370330147","1.3122315406799316","0.9999996187205568","0.8694946214735133","0.8706935329208212","0.8718924443681291","0.27172914147377014","0.852","0.8574748808237092","0.8629497616474184"
"lilac-sweep-20","0.00017960421541493191","0.038472860522697765","0.0006994203047569573","0.0973175149310016","0.00009662554351575904","1.3054267168045044","0.9999995773685068","0.8684798051552669","0.8706878017232043","0.8728957982911416","0.26652994751930237","0.85","0.8545893525770918","0.8591787051541837"
"pleasant-sweep-18","0.00017383768460645305","0.014612518110732851","0.0007691773931180145","0.11752015122722952","0.000015003717465432614","1.2727866172790527","0.9999996262382836","0.8684798051552669","0.870686972688858","0.8728941402224492","0.24120871722698212","0.854","0.8569821463081801","0.8599642926163603"
"peach-sweep-5","0.0001969794286738492","0.002707655928817143","0.0007408907677443747","0.027995424658894843","0.00006651409684565694","1.28701913356781","0.9999998061999952","0.8688857316825654","0.8706724812678093","0.8724592308530531","0.2523288130760193","0.856","0.8615597332373699","0.8671194664747397"
"dauntless-sweep-66","0.00014847944067893608","0.009268885593249477","0.0007976972205837718","0.14148447952945825","0.00002716646498610468","1.287906289100647","0.9999997431305236","0.8676679521006698","0.870648298630099","0.873628645159528","0.2530178427696228","0.852","0.8567966195138488","0.8615932390276977"
"drawn-sweep-69","0.00017364667601372447","0.07345814661472774","0.0007667090825676879","0.1448156564783842","0.00009149545251450092","1.2783640623092651","0.9999996342137112","0.8713212908463568","0.8706199549722424","0.869918619098128","0.2455812096595764","0.848","0.8502200855996239","0.8524401711992479"
"misty-sweep-56","0.00018327213222560945","0.0017577706819972283","0.0007370693925315168","0.047251637643097345","0.00005920146541136713","1.27936053276062","0.9999995812650628","0.8696975847371625","0.8705689450504175","0.8714403053636726","0.2463604211807251","0.86","0.8626333248728755","0.8652666497457508"
"toasty-sweep-82","0.00018377303028894564","0.11094868104461209","0.0007356547019423022","0.1766788082598593","0.00003660266288197476","1.243350863456726","0.9999996646452102","0.869291658209864","0.870564053348716","0.871836448487568","0.21781006455421448","0.858","0.8571318501676035","0.8562637003352072"
"faithful-sweep-17","0.0001491915997565052","0.0027954932466217833","0.0007190658208701981","0.14341789115827325","0.00001864156255867113","1.2925876379013062","0.9999997436003888","0.8696975847371625","0.870549486517947","0.8714013882987314","0.2566460967063904","0.852","0.8529862557636858","0.8539725115273716"
"fresh-sweep-84","0.00019862879484404617","0.0940691335174446","0.0007380439208646836","0.09902485530333892","0.00003740437633735867","1.2740179300308228","0.999999596719502","0.8682768418916176","0.8704153518904585","0.8725538618892994","0.24217557907104492","0.854","0.8581058330459248","0.8622116660918496"
"icy-sweep-92","0.00019663201938624665","0.12320853387394444","0.0007440276871203302","0.15395646874868218","0.00005723940258041262","1.2549962997436523","0.9999996653633564","0.8684798051552669","0.8703976502868689","0.872315495418471","0.22713255882263184","0.838","0.8458307999400569","0.853661599880114"
"crisp-sweep-26","0.00015842813910665093","0.019372916330368303","0.0007646938977947009","0.19726543765460067","0.0000574528436463364","1.2465643882751465","0.9999997668335778","0.8690886949462148","0.8703770981730319","0.8716655013998491","0.22039128839969635","0.858","0.8591747059099422","0.8603494118198843"
"daily-sweep-78","0.00017833582812214562","0.015539352538034512","0.0007937332793627314","0.1727187261076365","0.00004980961864073421","1.2846664190292358","0.9999996356622888","0.8672620255733712","0.870336398176317","0.8734107707792628","0.2504991590976715","0.838","0.8470569502898929","0.8561139005797859"
"lyric-sweep-46","0.00012534559102625367","0.09510050780130018","0.000696999033530706","0.08539307454659424","0.0000171855360968867","1.322018027305603","0.9999994965766628","0.8694946214735133","0.8700719280257554","0.8706492345779976","0.2791593670845032","0.85","0.8552937941635126","0.8605875883270252"
"swept-sweep-79","0.00014976070516710104","0.09400783821754956","0.0007285113244190008","0.16905676540372783","0.00007400115496166397","1.243759036064148","0.9999995749165924","0.8703064745281104","0.8700603151752548","0.8698141558223993","0.21813833713531497","0.854","0.8546897238013885","0.8553794476027771"
"major-sweep-98","0.00018913404784174417","0.12695187261266147","0.0006546102970052665","0.11921067221678688","0.00004146915932620411","1.3064870834350586","0.9999995476775668","0.8699005480008118","0.8700472603960112","0.8701939727912105","0.2673419415950775","0.846","0.8515502758752018","0.8571005517504036"
"denim-sweep-70","0.0001127932996928104","0.16713108085534353","0.0007853642318767313","0.048190708334387815","0.000015990582976478016","1.2582602500915527","0.9999995528146306","0.8699005480008118","0.8699852487492552","0.8700699494976984","0.2297300100326538","0.854","0.8555718807018442","0.8571437614036884"
"firm-sweep-90","0.00017908767004710743","0.1071668512921162","0.000717047916518575","0.12118534004985967","0.00009802927348767752","1.2884095907211304","0.9999995043331386","0.8688857316825654","0.8698961682954117","0.870906604908258","0.2534085512161255","0.85","0.853105992224519","0.8562119844490381"
"visionary-sweep-100","0.00018419496682612707","0.17253378536235023","0.0007682414386057639","0.17736466941660534","0.00005468418583359231","1.2550004720687866","0.999999615508574","0.8672620255733712","0.8698328793296959","0.8724037330860206","0.22713594138622284","0.852","0.854684322639651","0.8573686452793021"
"gentle-sweep-86","0.00018522546243279916","0.15909156764998525","0.0007823371518647874","0.13331272347512096","0.000029604707566124544","1.3059897422790527","0.9999995539966138","0.8672620255733712","0.8696748844330069","0.8720877432926426","0.2669612169265747","0.86","0.8592755095660358","0.8585510191320718"
"divine-sweep-106","0.000174749666468599","0.13680909376647102","0.0007634908534834702","0.1284781965427806","0.000048905775250512935","1.2802793979644775","0.9999996292942038","0.8676679521006698","0.8695877955630364","0.871507639025403","0.24707835912704468","0.854","0.8540540684122029","0.8541081368244059"
"brisk-sweep-109","0.00017505620214776265","0.08673867701970678","0.0007370935516591444","0.15278161929946524","0.000044540496668270466","1.252981662750244","0.9999996517058226","0.8688857316825654","0.869486974609601","0.8700882175366366","0.2255260199308395","0.842","0.8473040584795646","0.8526081169591293"
"prime-sweep-61","0.00014446886098225486","0.0012799043944643484","0.000780883629503044","0.19960992652632692","0.00001845832828915029","1.265844702720642","0.9999996368008665","0.8688857316825654","0.8694650054154534","0.8700442791483414","0.2357395738363266","0.86","0.8600040226591029","0.8600080453182058"
"olive-sweep-85","0.0001977300242649822","0.07803181720459718","0.0007798016176436305","0.1682775641796993","0.00005483369506426373","1.2592427730560305","0.9999995610908672","0.8674649888370205","0.8694008799395675","0.8713367710421145","0.23051050305366516","0.848","0.8504547319145708","0.8529094638291416"
"wise-sweep-57","0.00015259916112946037","0.04446144411823114","0.0007779035738744124","0.1909574396733972","0.000017720664263777216","1.2608546018600464","0.9999996250401394","0.867870915364319","0.8692273314875472","0.8705837476107754","0.2317897379398346","0.854","0.8557872727457356","0.8575745454914714"
"upbeat-sweep-102","0.0001978348691981146","0.13185727406305311","0.0006918956889977616","0.11172744686420044","0.00006466402215039696","1.3006269931793213","0.9999995653910942","0.8680738786279684","0.869107397844711","0.8701409170614538","0.2628464698791504","0.848","0.852632699386312","0.857265398772624"
"sweepy-sweep-27","0.00014668184095656975","0.014501651757290502","0.0007122953290327541","0.13960445033438465","0.000052108159426287144","1.3092989921569824","0.9999996167883082","0.8674649888370205","0.8690477369348683","0.870630485032716","0.26949188113212585","0.844","0.8492415636348908","0.8544831272697816"
"wise-sweep-75","0.00019327319123947393","0.004686288127980265","0.0006349457869949193","0.0848917281299642","0.00005574304546870696","1.3350472450256348","0.9999996304862794","0.8682768418916176","0.8690110253445403","0.8697452087974631","0.28896671533584595","0.846","0.854308599819686","0.8626171996393719"
"stellar-sweep-31","0.00012570644720602325","0.16932397102601715","0.0007973711813965427","0.1585759525046363","0.00006186791781750218","1.24209725856781","0.9999997204496254","0.8662472092551248","0.8687171813821996","0.8711871535092743","0.2168012708425522","0.85","0.8526805853116021","0.8553611706232042"
"hardy-sweep-52","0.0001727625399067186","0.009260251922093787","0.0007007140196862374","0.15553475202678493","0.000022443271703837392","1.2832260131835938","0.9999998079045012","0.8664501725187741","0.8685094821086763","0.8705687916985786","0.2493773102760315","0.848","0.8512203588161424","0.854440717632285"
"stellar-sweep-64","0.00017329333632994638","0.0014222366073473715","0.0006509556095588244","0.16133473086383854","0.00008147930103871805","1.311567306518555","0.9999994798238612","0.8658412827278262","0.8676230559665802","0.8694048292053341","0.27122288942337036","0.848","0.8506609743576476","0.8533219487152953"
"radiant-sweep-19","0.00016546777375287656","0.02417606711662659","0.0007744700316100315","0.04196605809380414","0.00006335629864403406","1.27028226852417","0.9999995948416774","0.8664501725187741","0.8674759891940564","0.8685018058693389","0.2392391562461853","0.85","0.8581850785455964","0.866370157091193"
"elated-sweep-53","0.00012395331091307276","0.002033084647331518","0.0007999692032219406","0.08913404921813953","0.00005318584097310511","1.2870649099349976","0.9999995661462352","0.8686827684189162","0.8673074161890351","0.8659320639591539","0.2523643374443054","0.844","0.8522974354156891","0.8605948708313784"
"neat-sweep-29","0.00015519115804638696","0.008253242246835591","0.0007808784792532219","0.133468925949997","0.000011887768545662444","1.2611671686172483","0.9999996841062057","0.867059062309722","0.8670614735580593","0.8670638848063966","0.23203763365745544","0.854","0.8572539780361457","0.8605079560722915"
"silver-sweep-45","0.0001335467334412997","0.0015311217509673017","0.0007415876157988997","0.03461183866398774","0.00006893847206405959","1.295171141624451","0.9999996041988752","0.8660442459914756","0.8668042405373939","0.8675642350833123","0.25864288210868835","0.85","0.8578538680218382","0.8657077360436762"
"dulcet-sweep-42","0.00011149709882605625","0.014551544583509712","0.0007872642229028602","0.016181856568723663","0.00006406921173974423","1.24836528301239","0.999999511379932","0.8658412827278262","0.8667425523964043","0.8676438220649824","0.2218349575996399","0.85","0.8557822691099712","0.8615645382199425"
"chocolate-sweep-8","0.00018468256296009345","0.006293102802750594","0.0005444498147068017","0.1122350360010292","0.000048710949749322976","1.3774608373641968","0.999999426437126","0.8652323929368785","0.866460404938081","0.8676884169392834","0.3202418088912964","0.846","0.8498734943308061","0.8537469886616121"
"fluent-sweep-37","0.00014127948408195634","0.022331044659204817","0.0007916834951044823","0.07149775370162433","0.000045585295588381386","1.2790594100952148","0.9999996115604886","0.8638116500913334","0.8663755388605182","0.868939427629703","0.2461249977350235","0.846","0.8538840191013091","0.8617680382026183"
"stoic-sweep-41","0.00019333776665855743","0.00015829701717777757","0.0007785148776311365","0.09691591118460947","0.00008062146601409911","1.268923044204712","0.9999997462546744","0.8652323929368785","0.8661650973706538","0.8670978018044291","0.23816856741905212","0.856","0.8601064545164459","0.8642129090328917"
"comfy-sweep-30","0.0001451742865622051","0.12901536777311898","0.0006848789756022153","0.17787330074353674","0.000017438008890495373","1.288298726081848","0.99999950264557","0.8650294296732292","0.8661631088125847","0.8672967879519402","0.2533225417137146","0.84","0.847351523045113","0.8547030460902261"
"icy-sweep-50","0.00013276448854462528","0.04259747716548856","0.0007946603935418386","0.0363521965986126","0.00009683637059124817","1.261276125907898","0.999999512421284","0.8640146133549828","0.8660281780379204","0.8680417427208582","0.23212409019470215","0.85","0.8549757735368093","0.8599515470736188"
"bumbling-sweep-71","0.00015493917273111052","0.18692427243812776","0.0007293071138490446","0.02321975865175248","0.000014281194192188076","1.2634068727493286","0.9999993916873458","0.8648264664095798","0.8658900910256695","0.8669537156417593","0.2338118851184845","0.852","0.8577252958347614","0.863450591669523"
"tough-sweep-14","0.00018401590617714067","0.01527081725884587","0.0007798553682259907","0.08679601480062644","0.00004229315859734167","1.272094488143921","0.9999996617373054","0.8642175766186321","0.8657029123637605","0.867188248108889","0.2406647503376007","0.858","0.8611625739639821","0.8643251479279642"
"vibrant-sweep-65","0.0001508231102701722","0.002487181549972717","0.0007943384423472736","0.18431245459701864","0.00008096676940003501","1.2539842128753662","0.9999996852372328","0.8658412827278262","0.865700847359322","0.8655604119908176","0.2263258397579193","0.848","0.8522192276325598","0.8564384552651194"
"fresh-sweep-38","0.00012548103713552443","0.06564854937135733","0.0005799716441331059","0.021930005339950487","0.00008181653364482132","1.3633568286895752","0.9999995874789522","0.8636086868276842","0.8650998738237134","0.8665910608197428","0.3099498748779297","0.854","0.857789609373639","0.8615792187472782"
"autumn-sweep-73","0.0001978989372971844","0.0033012271478232826","0.0007404766706214457","0.0921143930964971","0.00002840753399741302","1.2824983596801758","0.9999996400216248","0.8634057235640349","0.8648344033980409","0.8662630832320467","0.24880999326705933","0.85","0.8569175297686026","0.8638350595372052"
"fancy-sweep-49","0.00010784614638524958","0.0026046785276889308","0.0007955725935253213","0.06546389567799107","0.00002809808579909367","1.2827457189559937","0.9999996642489104","0.860564237872945","0.8645601707832387","0.8685561036935324","0.24900288879871368","0.84","0.8496874119445715","0.8593748238891431"
"wandering-sweep-60","0.00018346433109442463","0.00683873045140655","0.0007201372349777001","0.026807524249999284","0.000032602880565125554","1.2813515663146973","0.9999994682239004","0.8644205398822813","0.864390877409341","0.8643612149364006","0.2479153573513031","0.848","0.8556470950664253","0.8632941901328507"
"vivid-sweep-96","0.0001963039020192608","0.17147752519339313","0.0007709192416330867","0.07824602031095865","0.0000958066907629576","1.267669439315796","0.999999621601198","0.8654353562005277","0.8643104556275241","0.8631855550545204","0.23718008399009705","0.846","0.8541804621527296","0.8623609243054591"
"dandy-sweep-103","0.00015427005417057037","0.09099233265517706","0.0005538993851395357","0.14194207123426025","0.000043825278994607806","1.343488097190857","0.999999426719272","0.86198498071849","0.864189569997658","0.866394159276826","0.29526928067207336","0.848","0.8509031086434202","0.8538062172868406"
"comfy-sweep-72","0.0001255306037041024","0.0023071516029815166","0.0007806993036636267","0.16022739145178042","0.000011271353292082554","1.2800328731536863","0.999999768580518","0.8648264664095798","0.863857578278741","0.8628886901479021","0.24688571691513064","0.844","0.8501878789674026","0.8563757579348051"
"sweepy-sweep-2","0.0001054393950911722","0.035436895772546766","0.0005358099872490386","0.06885697930767354","0.00002502724868368209","1.3881678581237793","0.9999996008317854","0.8617820174548406","0.8636882535916446","0.8655944897284484","0.3279848098754883","0.846","0.850529329519619","0.855058659039238"
"trim-sweep-95","0.00019851507108957283","0.10614309802468572","0.0007440444921650337","0.062180506552234616","0.00006227252649537622","1.272911548614502","0.9999995496506302","0.8615790541911914","0.8636179848960785","0.8656569156009657","0.2413068115711212","0.858","0.8606752254799517","0.8633504509599034"
