"Name","adamw_lr","batch_size","grad_clip","muon_lr","batch_perplexity","best_val_accuracy","raw_grad_norm","train_loss","val_accuracy","val_correct"
"proud-sweep-28","0.0010253839392741332","256","1","0.0015304389216934662","1.2341958284378052","0.7270655270655271","5.899560936571606","0.2104196697473526","0.7270655270655271","19140"
"magic-sweep-62","0.0010047331725557497","128","1","0.0010041427409330289","1.1952025890350342","0.723988603988604","10.902042938840214","0.17831562459468842","0.723988603988604","19059"
"faithful-sweep-46","0.0011664562132465452","256","0.5","0.0012485962247394124","1.2213294506072998","0.7220892687559354","7.522116543187413","0.19993998110294345","0.7220892687559354","19009"
"crisp-sweep-112","0.0010652034268798902","128","2","0.0009753879832477922","1.2443623542785645","0.7216334283000949","5.468200238855381","0.21862328052520752","0.7216334283000949","18997"
"worldly-sweep-86","0.0008006580038746382","256","2","0.0014397999203935906","1.1981819868087769","0.7211016144349478","2.798805680856804","0.18080541491508484","0.7211016144349478","18983"
"dauntless-sweep-26","0.0010523154460601377","128","2","0.0009147499691113084","1.23334801197052","0.7192402659069326","10.050353164057478","0.20973238348960876","0.7192402659069326","18934"
"iconic-sweep-83","0.0008176592646593622","256","2","0.0011701927599398838","1.2380857467651367","0.7191263057929724","8.815312518134336","0.21356646716594696","0.7191263057929724","18931"
"fearless-sweep-78","0.0013358048856682936","256","1","0.0013092520059024473","1.2137776613235474","0.7182905982905983","6.841782732731119","0.1937374621629715","0.7182905982905983","18909"
"stellar-sweep-113","0.001184424753159832","256","0.5","0.001468938900887857","1.231038212776184","0.717644824311491","2.8054475237097916","0.2078579068183899","0.717644824311491","18892"
"kind-sweep-87","0.0013912668723397904","256","0.5","0.0008579073218226308","1.2989689111709597","0.7156315289648623","11.411730766955708","0.26157084107398987","0.7156315289648623","18839"
"stilted-sweep-73","0.001280717602582316","256","0.5","0.0010980356281705948","1.2686609029769895","0.7116429249762584","5.503445292879606","0.23796193301677704","0.7116429249762584","18734"
"generous-sweep-117","0.0008369233551119831","256","1","0.0009317575371171774","1.2612556219100952","0.7113010446343779","11.735507096123008","0.23210778832435608","0.7113010446343779","18725"
"autumn-sweep-4","0.0009178037870441924","256","2","0.0014218621094299112","1.2174627780914309","0.7106172839506173","4.335424057664444","0.19676899909973145","0.7106172839506173","18707"
"easy-sweep-118","0.0008529530474141728","256","2","0.0011078832260663731","1.2348788976669312","0.7100094966761633","5.299704166072967","0.21097290515899655","0.7100094966761633","18691"
"tough-sweep-94","0.0012413156069128173","256","0.5","0.0013088129798412343","1.1960783004760742","0.7087179487179487","3.768168639730611","0.1790480613708496","0.7087179487179487","18657"
"glad-sweep-55","0.000983642781573892","256","2","0.0011690382382337642","1.2638945579528809","0.70670465337132","8.70544949893512","0.2341978549957275","0.70670465337132","18604"
"earnest-sweep-37","0.0011382299305531989","256","0.5","0.0008411052585788853","1.267676830291748","0.7057929724596391","12.190684589687036","0.23718595504760745","0.7057929724596391","18580"
"stilted-sweep-59","0.0012497496055953595","256","1","0.0011263790890286686","1.3076404333114624","0.7050712250712251","10.463014599968322","0.2682243287563324","0.7050712250712251","18561"
"drawn-sweep-96","0.0012407739221810762","512","0.5","0.0015507816196750498","1.2810344696044922","0.7027540360873694","6.750503759262016","0.2476679235696793","0.7027540360873694","18500"
"neat-sweep-110","0.001595431225359978","512","0.5","0.0014519618286078144","1.2341160774230957","0.7018043684710351","5.597642301601565","0.21035492420196533","0.7018043684710351","18475"
"dark-sweep-115","0.0008756876176346224","256","2","0.0008852929817658049","1.252182960510254","0.7008167141500475","9.510670849538087","0.2248883992433548","0.7008167141500475","18449"
"dark-sweep-68","0.0010380626840573572","256","1","0.0009371066201930286","1.207716464996338","0.6991832858499525","4.692284866657867","0.1887313574552536","0.6991832858499525","18406"
"resilient-sweep-119","0.0013145555806468757","256","0.5","0.0011291346359333842","1.2555086612701416","0.6990313390313391","9.652537949003422","0.2275407463312149","0.6990313390313391","18402"
"celestial-sweep-91","0.001454742916535521","256","1","0.0008781039209279846","1.2535958290100098","0.698005698005698","10.170424953488045","0.2260160446166992","0.698005698005698","18375"
"giddy-sweep-56","0.0008526614735540751","256","0.5","0.0008973968273612967","1.238370060920715","0.6939031339031339","9.706600592083642","0.21379604935646057","0.6939031339031339","18267"
"robust-sweep-63","0.0010795158815869231","256","0.5","0.0012082719542170822","1.2247114181518557","0.6921937321937321","2.863148624235823","0.20270521938800812","0.6921937321937321","18222"
"restful-sweep-57","0.0011209599489312764","512","1","0.001467203826627234","1.298977971076965","0.683684710351377","8.191871013341936","0.2615777552127838","0.683684710351377","17998"
"woven-sweep-85","0.0013945509443094284","512","1","0.001378191643371277","1.2798585891723633","0.6806457739791073","6.931024037639729","0.24674955010414124","0.6806457739791073","17918"
"dashing-sweep-35","0.000925472417944504","512","1","0.0012461181535542891","1.3026868104934692","0.6785185185185185","8.83417698495178","0.2644289433956146","0.6785185185185185","17862"
"eager-sweep-107","0.001243152688234478","512","1","0.001501912072003176","1.291237235069275","0.6768091168091168","7.002534293947354","0.25560081005096436","0.6768091168091168","17817"
"driven-sweep-32","0.001286705975235445","512","1","0.0012990496305574164","1.2674545049667358","0.6766571699905033","7.393546721067647","0.23701053857803345","0.6766571699905033","17813"
"playful-sweep-47","0.0013355360194105296","512","0.5","0.001321326271249127","1.3017947673797607","0.6717948717948717","7.472330926528523","0.26374387741088867","0.6717948717948717","17685"
"vocal-sweep-82","0.0008188262921393113","512","2","0.0015995844699465184","1.2605103254318235","0.6714909781576448","6.350409065947675","0.23151661455631256","0.6714909781576448","17677"
"vital-sweep-1","0.001270631943911124","512","2","0.0009439204759367296","1.3436975479125977","0.6694776828110162","14.079687212129423","0.2954251766204834","0.6694776828110162","17624"
"solar-sweep-70","0.0012361725630910436","512","0.5","0.0012087351509087855","1.3299342393875122","0.6689838556505223","10.020518436189658","0.28512948751449585","0.6689838556505223","17611"
"copper-sweep-98","0.001586229917108273","512","1","0.0014642863455950634","1.267700433731079","0.6687559354226021","6.259715252787047","0.23720452189445496","0.6687559354226021","17605"
"giddy-sweep-93","0.0009717810644514392","512","2","0.0011460116475384234","1.3278993368148804","0.6677682811016145","10.036840939500598","0.28359827399253845","0.6677682811016145","17579"
"twilight-sweep-65","0.0012080356763657903","512","2","0.0009024624696886376","1.3280985355377195","0.6664387464387465","12.017664198982253","0.2837482988834381","0.6664387464387465","17544"
"effortless-sweep-23","0.0010256664457245757","512","0.5","0.0012364082204228471","1.2874993085861206","0.6654131054131054","6.040123305235888","0.2527017891407013","0.6654131054131054","17517"
"iconic-sweep-116","0.0015911721959315707","512","2","0.0014403215201364372","1.248236894607544","0.6632858499525166","6.279014270102698","0.22173209488391876","0.6632858499525166","17461"
"still-sweep-95","0.00122634576305489","512","1","0.0009626274078919092","1.267748475074768","0.6629439696106363","10.58326727254648","0.2372424304485321","0.6629439696106363","17452"
"solar-sweep-36","0.0009832731441478829","512","0.5","0.001143556544157197","1.285291314125061","0.6607027540360874","10.29746148479288","0.25098538398742676","0.6607027540360874","17393"
"lyric-sweep-58","0.0008794845306298422","512","2","0.0010100044328214554","1.287578582763672","0.6572079772079772","10.106127417714948","0.25276339054107666","0.6572079772079772","17301"
"wobbly-sweep-84","0.0014769096950649303","512","2","0.0009320529610377358","1.3335744142532349","0.6554226020892687","13.96029059636534","0.2878629267215729","0.6554226020892687","17254"
"major-sweep-80","0.0015806663649669756","512","1","0.0010234504277968324","1.3192830085754397","0.6517378917378918","11.630653273834248","0.2770884037017822","0.6379867046533714","16795"
"floral-sweep-31","0.0012869363046831633","512","0.5","0.001022082576380827","1.3041094541549685","0.6499145299145299","9.035855125525607","0.2655203640460968","0.6499145299145299","17109"
"young-sweep-20","0.001151265461462229","512","2","0.0010690740077941626","1.300225853919983","0.64664767331434","9.318287460217087","0.26253801584243774","0.64664767331434","17023"
"treasured-sweep-64","0.0010422912157812992","512","0.5","0.0012607120158576023","1.3009960651397705","0.6443684710351377","8.228464905437953","0.263130247592926","0.6443684710351377","16963"
"pleasant-sweep-48","0.0011741224240988664","512","1","0.0009448448588653726","1.2786810398101809","0.644292497625831","10.023342137737243","0.24582907557487488","0.644292497625831","16961"
"dainty-sweep-77","0.0010082782895421902","512","0.5","0.0008232002255045253","1.333566427230835","0.632326685660019","16.039958713439837","0.2878568470478058","0.632326685660019","16646"
"solar-sweep-38","0.0010001520093359795","512","1","0.0012687876116878104","1.3480292558670044","0.6317948717948718","8.53197732639258","0.29864367842674255","0.6317948717948718","16632"
"honest-sweep-109","0.0012000861169251377","512","2","0.000973044299444453","1.3024795055389404","0.6311870845204178","8.869778548029307","0.26426976919174194","0.6311870845204178","16616"
"restful-sweep-22","0.0010916827656799488","512","2","0.0011907602190512532","1.2978538274765017","0.6259449192782526","9.932408040776762","0.2607119679450989","0.6181956315289648","16274"
"still-sweep-50","0.0009164416504761234","512","2","0.0008173691206276131","1.361078858375549","0.6090788224121557","17.396987705325458","0.3082777261734009","0.6090788224121557","16034"
